customer_name,year,asof_date,arr
Kilback - Kuphal,2021,2021-01-01,162.45
"Kilback, Lockman and Okuneva",2021,2021-01-01,5491.04
King - Satterfield,2021,2021-01-01,8147.77
King Group,2021,2021-01-01,1299.56
King LLC,2021,2021-01-01,13751.35
King and Sons,2021,2021-01-01,1869.12
"King, Crooks and Ankunding",2021,2021-01-01,5564.32
Kirlin - Simonis,2021,2021-01-01,12919.4
"Kirlin, Haag and Heller",2021,2021-01-01,1319.8
"Kirlin, Streich and Wolff",2021,2021-01-01,4863.33
"Klein, Emmerich and Farrell",2021,2021-01-01,6062.62
"Kling, Kessler and Dach",2021,2021-01-01,293.8
"Klocko, Kessler and Shields",2021,2021-01-01,790.83
"Klocko, Runolfsson and Langosh",2021,2021-01-01,6389.5
Koch Inc,2021,2021-01-01,1368.38
Koch LLC,2021,2021-01-01,6899.65
Koelpin Group,2021,2021-01-01,3689.11
Koepp Inc,2021,2021-01-01,11813.37
"Koepp, Green and Cassin",2021,2021-01-01,650.78
"Koepp, Schumm and Macejkovic",2021,2021-01-01,7283.96
Kohler Group,2021,2021-01-01,5703.63
Kohler and Sons,2021,2021-01-01,2784.63
Konopelski - Mayer,2021,2021-01-01,5582.29
Koss - Streich,2021,2021-01-01,3186.73
Koss Inc,2021,2021-01-01,9263.68
"Koss, Jaskolski and O'Connell",2021,2021-01-01,5869.54
"Koss, Kub and Hartmann",2021,2021-01-01,3824.01
"Koss, Muller and Little",2021,2021-01-01,996.73
Kozey and Sons,2021,2021-01-01,30586.55
Krajcik - Bundel,2021,2021-01-01,5238.35
Krajcik and Sons,2021,2021-01-01,2164.93
Kreiger - Russel,2021,2021-01-01,31062.1
Kshlerin - Hirthe,2021,2021-01-01,1451.98
Kshlerin - Rolfson,2021,2021-01-01,3908.71
Kub and Sons,2021,2021-01-01,5325.41
"Kub, Murphy and Pagac",2021,2021-01-01,3432.55
Kuhic - Dooley,2021,2021-01-01,3068.14
Kuhlman - Greenfelder,2021,2021-01-01,4807.17
Kuhlman - Schumm,2021,2021-01-01,320.88
Kulas - Ryan,2021,2021-01-01,12857.22
Kunde - Kautzer,2021,2021-01-01,17424.29
Kunde Inc,2021,2021-01-01,3149.63
"Kunde, Tremblay and Erdman",2021,2021-01-01,2007.5
Kunze Group,2021,2021-01-01,21168.0
Kunze and Sons,2021,2021-01-01,5329.6
"Kunze, Jaskolski and Labadie",2021,2021-01-01,34740.95
Kuphal - Hirthe,2021,2021-01-01,50383.03
"Kutch, Brekke and Lowe",2021,2021-01-01,11118.46
Kuvalis Inc,2021,2021-01-01,3607.51
Kuvalis LLC,2021,2021-01-01,736.02
"Kuvalis, Wintheiser and Gutmann",2021,2021-01-01,7109.48
Labadie Inc,2021,2021-01-01,1526.18
"Labadie, Sipes and Ritchie",2021,2021-01-01,6570.0
Lakin - Glover,2021,2021-01-01,26668.05
"Lakin, Wisoky and Wintheiser",2021,2021-01-01,3255.0
Lang Inc,2021,2021-01-01,850.56
"Lang, Mitchell and Grant",2021,2021-01-01,18608.78
Langosh Inc,2021,2021-01-01,15196.22
Langworth - Gerhold,2021,2021-01-01,415.14
"Larkin, Dickens and Simonis",2021,2021-01-01,23080.88
"Larkin, Runolfsson and Orn",2021,2021-01-01,1261.46
Larson Group,2021,2021-01-01,1406.85
Leannon Inc,2021,2021-01-01,1263.46
Leannon and Sons,2021,2021-01-01,2737.5
"Leannon, Hableton and Rogahn",2021,2021-01-01,2689.37
"Leannon, Mills and Cronin",2021,2021-01-01,1000.74
Lebsack - Aufderhar,2021,2021-01-01,1758.82
Lebsack - Batz,2021,2021-01-01,10340.45
Lebsack PLC,2021,2021-01-01,109.0
"Lebsack, Dicki and Bosco",2021,2021-01-01,2745.52
"Lebsack, Sawayn and Rodriguez",2021,2021-01-01,2421.63
"Lebsack, Wunsch and Ziemann",2021,2021-01-01,1151.15
Ledner - Sporer,2021,2021-01-01,873.61
Leffler - Gleason,2021,2021-01-01,1651.53
"Leffler, Casper and Klocko",2021,2021-01-01,6722.42
"Leffler, Kertzmann and Heathcote",2021,2021-01-01,8732.03
"Leffler, Lesch and Halvorson",2021,2021-01-01,5768.96
Legros - Klocko,2021,2021-01-01,9208.2
Legros and Sons,2021,2021-01-01,2060.37
Lehner - Hirthe,2021,2021-01-01,2480.6
Lesch - Johnston,2021,2021-01-01,162090.82
Lesch and Sons,2021,2021-01-01,13263.33
"Lesch, Bernhard and Hills",2021,2021-01-01,28290.5
Leuschke Group,2021,2021-01-01,18185.82
Lind and Sons,2021,2021-01-01,8017.47
Lindgren LLC,2021,2021-01-01,954.62
Lindgren and Sons,2021,2021-01-01,12760.96
Lockman - Gleichner,2021,2021-01-01,3302.0
Lockman LLC,2021,2021-01-01,17948.17
Lockman and Sons,2021,2021-01-01,1201.93
"Lockman, Graham and Crist",2021,2021-01-01,10170.87
"Lowe, Auer and Marks",2021,2021-01-01,1671.57
"Lowe, Collier and Bartell",2021,2021-01-01,533.46
"Lowe, Weimann and Mertz",2021,2021-01-01,8940.5
"Lubowitz, Schultz and Hilpert",2021,2021-01-01,3074.81
Lueilwitz - Harvey,2021,2021-01-01,3231.85
Luettgen - Klein,2021,2021-01-01,4213.54
Luettgen LLC,2021,2021-01-01,2172.95
Lynch - Ritchie,2021,2021-01-01,16583.85
MacGyver - Bashirian,2021,2021-01-01,8947.51
MacGyver - Mackerrel,2021,2021-01-01,2691.37
Macejkovic - Homenick,2021,2021-01-01,3854.56
"Macejkovic, Bosco and Buckridge",2021,2021-01-01,7814.41
Mackerrel LLC,2021,2021-01-01,11467.42
"Mackerrel, Schroeder and Gutkowski",2021,2021-01-01,14287.15
Mann - Hane,2021,2021-01-01,49484.7
Mann - Mauston,2021,2021-01-01,768.1
Mann Group,2021,2021-01-01,2697.39
Mann and Sons,2021,2021-01-01,1900.21
Mante - Kertzmann,2021,2021-01-01,950.6
Marks LLC,2021,2021-01-01,21838.83
Marks and Sons,2021,2021-01-01,8395.0
"Marks, Daniel and Larson",2021,2021-01-01,1235.38
"Marks, Russel and Hudson",2021,2021-01-01,4077.17
Marquardt - McClure,2021,2021-01-01,20502.0
Mauston - Agarwal,2021,2021-01-01,88.24
Mauston Inc,2021,2021-01-01,2943.0
Mauston and Sons,2021,2021-01-01,4376.78
Mayer - Kling,2021,2021-01-01,5644.16
Mayer - Mayert,2021,2021-01-01,382.0
Mayert - Wintheiser,2021,2021-01-01,4919.52
"Mayert, Murazik and Ernser",2021,2021-01-01,8909.23
McClure LLC,2021,2021-01-01,1938.0
McCullough - Albertson,2021,2021-01-01,57003.5
McCullough - White,2021,2021-01-01,3627.94
McDermott LLC,2021,2021-01-01,1927.28
"McGlynn, Wuckert and Marvin",2021,2021-01-01,8682.79
McKinnon - Fay,2021,2021-01-01,265.73
McKinnon - Jerde,2021,2021-01-01,10020.45
Medhurst Group,2021,2021-01-01,17742.61
Medhurst Inc,2021,2021-01-01,2644.53
Mertz - Boone,2021,2021-01-01,4819.79
Mertz Inc,2021,2021-01-01,2587.0
"Mertz, Kihn and Murazik",2021,2021-01-01,9333.57
Metz - Heathcote,2021,2021-01-01,14394.18
Metz Inc,2021,2021-01-01,30518.64
Metz LLC,2021,2021-01-01,19055.2
Miller and Sons,2021,2021-01-01,17194.12
Mohr LLC,2021,2021-01-01,31862.97
Monahan - Ruecker,2021,2021-01-01,19015.09
Morissette - Towne,2021,2021-01-01,90009.6
Morissette Group,2021,2021-01-01,8593.54
Morissette Inc,2021,2021-01-01,1395.82
"Morissette, Purdy and Mraz",2021,2021-01-01,4675.57
Mosciski - Prosacco,2021,2021-01-01,14621.28
Mosciski and Sons,2021,2021-01-01,5009.0
Mueller LLC,2021,2021-01-01,6582.03
"Mueller, Cremin and Pollich",2021,2021-01-01,4654.39
"Mueller, Howe and Jerde",2021,2021-01-01,358.98
Muller - Reichert,2021,2021-01-01,28006.39
Muller - Spinka,2021,2021-01-01,29067.64
Muller and Sons,2021,2021-01-01,4858.31
Murazik - Heaney,2021,2021-01-01,2336.41
"Murazik, Jones and Walsh",2021,2021-01-01,14244.02
Murphy LLC,2021,2021-01-01,1056.9
"Murphy, Weber and Koch",2021,2021-01-01,5257.0
Murray - Bartell,2021,2021-01-01,261.72
Murray - Kris,2021,2021-01-01,1687.05
Murray Inc,2021,2021-01-01,925.54
Murray LLC,2021,2021-01-01,14844.03
Nader Group,2021,2021-01-01,36.5
Nader LLC,2021,2021-01-01,28961.61
"Nader, Gulgowski and Kshlerin",2021,2021-01-01,3037.71
"Nienow, Bosco and Nolan",2021,2021-01-01,9267.94
Nikolaus - Daniel,2021,2021-01-01,16665.36
"Nitzsche, Swift and Muller",2021,2021-01-01,2581.07
"Nolan, Herzog and Doyle",2021,2021-01-01,1931.29
"Norman, Beer and Kassulke",2021,2021-01-01,4457.21
O'Conner and Sons,2021,2021-01-01,4285.75
"O'Conner, Klocko and Davis",2021,2021-01-01,2657.29
O'Keefe - Skiles,2021,2021-01-01,3232.86
O'Keefe Inc,2021,2021-01-01,330.91
O'Kon - Trantow,2021,2021-01-01,15541.0
O'Kon - Weber,2021,2021-01-01,17673.36
O'Kon and Sons,2021,2021-01-01,2452.72
O'Reilly LLC,2021,2021-01-01,4326.85
Oberbrunner Inc,2021,2021-01-01,14719.95
"Oberbrunner, Hahn and Kemmer",2021,2021-01-01,2363.0
"Oberbrunner, Ritchie and Labadie",2021,2021-01-01,33946.57
Okuneva and Sons,2021,2021-01-01,7041.19
Olson LLC,2021,2021-01-01,621.0
Ondricka - Casper,2021,2021-01-01,106399.07
Ondricka - Sipes,2021,2021-01-01,7755.57
Orn - Brown,2021,2021-01-01,22030.11
Orn - Hamill,2021,2021-01-01,1855.09
Ortiz - Ponting,2021,2021-01-01,22011.6
Ortiz Inc,2021,2021-01-01,2723.47
"Ortiz, Reilly and Aberly",2021,2021-01-01,15946.34
Osinski - Kilback,2021,2021-01-01,3292.54
Osinski Group,2021,2021-01-01,11040.0
"Osinski, Bradtke and Schmidt",2021,2021-01-01,4721.94
"Osinski, Farrell and Kutch",2021,2021-01-01,8446.0
Padberg - Schinner,2021,2021-01-01,5366.7
Padberg Inc,2021,2021-01-01,22867.19
Pagac - Fay,2021,2021-01-01,24376.8
"Pagac, Rowe and McClure",2021,2021-01-01,1210.32
Parisian - Gorczany,2021,2021-01-01,1282.51
Parker - Daniel,2021,2021-01-01,8126.57
Parker - Runolfsson,2021,2021-01-01,4448.18
"Pfannerstill, Kuphal and Kohler",2021,2021-01-01,952.61
Pimpernel - Gaylord,2021,2021-01-01,6115.76
Pollich - MacGyver,2021,2021-01-01,11283.92
"Pollich, Dicki and Albertson",2021,2021-01-01,2617.17
Ponting - Jakubowski,2021,2021-01-01,11527.58
Ponting - Keeling,2021,2021-01-01,177.49
Ponting LLC,2021,2021-01-01,3691.11
Pouros - Ward,2021,2021-01-01,67764.63
Powlowski - Hilpert,2021,2021-01-01,773.12
Prohaska and Sons,2021,2021-01-01,15584.7
Purdy - Russel,2021,2021-01-01,3791.39
Purdy Inc,2021,2021-01-01,8138.3
Purdy LLC,2021,2021-01-01,5891.43
"Purdy, Hableton and Thiel",2021,2021-01-01,9122.99
"Purdy, Howe and Cassin",2021,2021-01-01,8588.41
"Quigley, Champlin and Ondricka",2021,2021-01-01,5959.33
"Quigley, Kub and Ponting",2021,2021-01-01,6102.71
"Quigley, Veum and Reilly",2021,2021-01-01,36584.02
Quitzon Group,2021,2021-01-01,7447.41
Quitzon LLC,2021,2021-01-01,494.35
Rath Group,2021,2021-01-01,17323.47
"Rath, Hoeger and Kunde",2021,2021-01-01,9763.75
Ratke Inc,2021,2021-01-01,2596.7
Rau Group,2021,2021-01-01,18612.58
Raynor - Gusikowski,2021,2021-01-01,1692.0
Raynor - Howell,2021,2021-01-01,1438.94
Raynor Group,2021,2021-01-01,2944.07
Reichert - Hirthe,2021,2021-01-01,85740.38
Reichert and Sons,2021,2021-01-01,1797.93
"Reichert, Balistreri and Dicki",2021,2021-01-01,745.18
"Reinger, Champlin and Streich",2021,2021-01-01,3249.0
Renner - Kozey,2021,2021-01-01,1770.85
Reynolds - Goodwin,2021,2021-01-01,141331.48
Reynolds LLC,2021,2021-01-01,12281.32
"Reynolds, Beier and Agarwalms",2021,2021-01-01,2623.19
Rice - Waelchi,2021,2021-01-01,7566.73
Rice Group,2021,2021-01-01,470.29
Rippin - Rippin,2021,2021-01-01,644.76
Rippin Inc,2021,2021-01-01,26066.3
Rippin and Sons,2021,2021-01-01,32458.93
"Ritchie, Langworth and Daniel",2021,2021-01-01,1130.1
Robel Group,2021,2021-01-01,5591.37
Roberts - Sipes,2021,2021-01-01,973.52
Rodriguez - Metz,2021,2021-01-01,12772.99
Rodriguez LLC,2021,2021-01-01,4475.26
"Rodriguez, Miller and Johnston",2021,2021-01-01,4612.64
Rogahn - Albertson,2021,2021-01-01,7888.61
Rogahn Inc,2021,2021-01-01,3085.45
Rogahn LLC,2021,2021-01-01,1171.21
Rohan - Sporer,2021,2021-01-01,9347.61
Rolfson - Mann,2021,2021-01-01,5902.17
Roob - Mitchell,2021,2021-01-01,7814.41
Roob LLC,2021,2021-01-01,11.02
"Roob, Bogisich and Hegmann",2021,2021-01-01,93294.79
Rosemont Inc,2021,2021-01-01,2332.39
Rosenbaum - Hermiston,2021,2021-01-01,15970.83
Rosenbaum LLC,2021,2021-01-01,733.0
Rowe LLC,2021,2021-01-01,2070.0
"Rowe, Franecki and Koelpin",2021,2021-01-01,4060.66
Ruecker - Ratke,2021,2021-01-01,655.8
Rumsfeld and Sons,2021,2021-01-01,4508.35
"Rumsfeld, Bogan and Canten",2021,2021-01-01,1269.48
Runolfsson Group,2021,2021-01-01,14197.9
Runte Group,2021,2021-01-01,785.99
Runte LLC,2021,2021-01-01,4757.03
Russel - Botsford,2021,2021-01-01,304.84
"Russel, White and Koepp",2021,2021-01-01,14491.71
Rutherford Group,2021,2021-01-01,12532.66
Rutherford Inc,2021,2021-01-01,7378.21
Sanford - Armstrong,2021,2021-01-01,3529.67
Sanford LLC,2021,2021-01-01,14963.61
Satterfield LLC,2021,2021-01-01,4058.12
Sauer and Sons,2021,2021-01-01,135.19
"Sauer, Marks and Hettinger",2021,2021-01-01,12399.31
Sawayn - Jaskolski,2021,2021-01-01,6591.53
Sawayn - Moen,2021,2021-01-01,2178.97
Sawayn - Ortiz,2021,2021-01-01,16264.86
Schaden Group,2021,2021-01-01,62399.8
Schaden LLC,2021,2021-01-01,3080.0
"SchamBundelr, Kirlin and Schuppe",2021,2021-01-01,8836.18
"Schiller, Wunsch and Streich",2021,2021-01-01,6991.15
Schimmel LLC,2021,2021-01-01,13516.73
Schinner - Rumsfeld,2021,2021-01-01,2522.92
Schinner LLC,2021,2021-01-01,2398.58
Schmeler - Ankunding,2021,2021-01-01,6684.32
Schmeler - Little,2021,2021-01-01,55963.33
"Schmeler, Schmitt and Frami",2021,2021-01-01,7215.91
Schmidt - McClure,2021,2021-01-01,1316.61
Schmidt Inc,2021,2021-01-01,623.71
"Schmidt, Weissnat and Fritsch",2021,2021-01-01,12300.7
Schmitt - Herman,2021,2021-01-01,23249.69
Schmitt - Zieme,2021,2021-01-01,8509.31
Schmitt LLC,2021,2021-01-01,3231.85
"Schmitt, Grady and Dickens",2021,2021-01-01,2997.21
Schneider - Marquardt,2021,2021-01-01,1825.0
"Schneider, Champlin and O'Connell",2021,2021-01-01,12365.48
SchoStantner - Lueilwitz,2021,2021-01-01,1537.21
SchoStantner - Ritchie,2021,2021-01-01,4297.77
SchoStantner Group,2021,2021-01-01,1049.88
Schoen LLC,2021,2021-01-01,8045.05
"Schoen, Hudson and SchamBundelr",2021,2021-01-01,36726.62
Schroeder - Larkin,2021,2021-01-01,14687.24
Schulist - Davis,2021,2021-01-01,298.27
Schulist - Wyman,2021,2021-01-01,7382.23
Schulist Group,2021,2021-01-01,4397.0
"Schulist, Abtel and Wilderman",2021,2021-01-01,4364.96
Schumm - Bergstrom,2021,2021-01-01,5944.78
Schumm - Feil,2021,2021-01-01,1766.84
Schumm Group,2021,2021-01-01,14923.0
Schumm and Sons,2021,2021-01-01,4245.63
"Schumm, Gerlach and Runolfsson",2021,2021-01-01,5568.26
Schuppe - Lynch,2021,2021-01-01,4561.5
"Schuppe, Hegmann and Kerluke",2021,2021-01-01,25480.4
"Schuppe, Kuhic and Kerluke",2021,2021-01-01,11566.69
Schuster - Torp,2021,2021-01-01,20942.39
Schuster and Sons,2021,2021-01-01,33843.72
Senger LLC,2021,2021-01-01,15081.32
"Shanahan, Hettinger and Butler",2021,2021-01-01,8263.64
Shields Inc,2021,2021-01-01,1945.33
"Simonis, Boone and Swift",2021,2021-01-01,4322.85
Sipes Group,2021,2021-01-01,2630.61
"Sipes, Dare and Hessel",2021,2021-01-01,1669.0
"Sipes, O'Hara and Okuneva",2021,2021-01-01,1300.56
Skiles Group,2021,2021-01-01,5265.43
Smith - Rice,2021,2021-01-01,8766.0
Smitham Group,2021,2021-01-01,19392.81
Smitham Inc,2021,2021-01-01,7034.71
"Smitham, Grimes and Bernier",2021,2021-01-01,1462.01
"Smitham, Hintz and Hamill",2021,2021-01-01,14612.04
Sporer - Bednar,2021,2021-01-01,4065.14
Sporer - Hills,2021,2021-01-01,4873.62
Sporer Group,2021,2021-01-01,7501.55
Stamm -Truman,2021,2021-01-01,5143.09
Stantner - Trantow,2021,2021-01-01,5138.54
Stantner Group,2021,2021-01-01,1015.78
Stantner LLC,2021,2021-01-01,4024.23
"Stantner, Ponting and Rosenbaum",2021,2021-01-01,9748.7
Stanton - Fadel,2021,2021-01-01,4229.59
"Stanton, Bergstrom and Skiles",2021,2021-01-01,1625.45
"Stanton, Ernser and Crona",2021,2021-01-01,5554.54
"Stanton, Kessler and Quigley",2021,2021-01-01,4340.89
Stark - Moen,2021,2021-01-01,13153.04
Stark Group,2021,2021-01-01,3025.29
Stark LLC,2021,2021-01-01,11183.68
"Stark, Lockman and SchoStantner",2021,2021-01-01,200.55
"Stark, Murray and Rogahn",2021,2021-01-01,5554.22
Stehr LLC,2021,2021-01-01,5804.9
Stehr and Sons,2021,2021-01-01,23891.46
"Steuber, Gibson and Kuhlman",2021,2021-01-01,2162.31
Stiedemann Group,2021,2021-01-01,15517.63
Stiedemann Inc,2021,2021-01-01,1787.9
"Stiedemann, Labadie and Prosacco",2021,2021-01-01,19417.2
Stoltenberg LLC,2021,2021-01-01,30147.87
"Stoltenberg, Batz and Heidenreich",2021,2021-01-01,5775.82
Stracke - Cassin,2021,2021-01-01,2354.44
Streich - Kiehn,2021,2021-01-01,9557.32
"Stroman, McGlynn and Luettgen",2021,2021-01-01,5593.32
Strosin - Bins,2021,2021-01-01,5016.4
Strosin and Sons,2021,2021-01-01,106.29
"Strosin, McGlynn and Emmerich",2021,2021-01-01,10545.88
"Swaniawski, Orn and Smitham",2021,2021-01-01,1643.78
Swift - Auer,2021,2021-01-01,608.67
Tanner - Gaverman,2021,2021-01-01,2584.76
Tanner Inc,2021,2021-01-01,14443.57
Terry - Dooley,2021,2021-01-01,2847.8
"Thiel, Klocko and Hilpert",2021,2021-01-01,5230.32
Tillman - Kuvalis,2021,2021-01-01,12168.33
Tillman LLC,2021,2021-01-01,9364.66
"Torp, Bosco and Agarwal",2021,2021-01-01,32908.16
"Torp, Murray and Rolfson",2021,2021-01-01,1651.52
"Torp, Schneider and Lesch",2021,2021-01-01,2703.41
Torphy - Ledner,2021,2021-01-01,3207.0
Towne - Kub,2021,2021-01-01,52039.1
"Trantow, Dickens and Rogahn",2021,2021-01-01,2757.55
"Tremblay, Schroeder and Cassle",2021,2021-01-01,12532.61
Treutel LLC,2021,2021-01-01,1237.37
Tromp Group,2021,2021-01-01,1285.52
"Tromp, Gillespie and Pimpernel",2021,2021-01-01,26176.03
Turcotte - Kling,2021,2021-01-01,5414.58
Ullrich - Greenfelder,2021,2021-01-01,24398.54
Ullrich - Lebsack,2021,2021-01-01,3923.75
"Ullrich, Frost and Purdy",2021,2021-01-01,1988.29
Upton - Johnston,2021,2021-01-01,2061.05
Upton - Stehr,2021,2021-01-01,3600.39
"Upton, Steuber and Conn",2021,2021-01-01,1935.77
Vandervort - Upton,2021,2021-01-01,25096.7
Vandervort LLC,2021,2021-01-01,4616.0
"Veum, Pollich and Kuvalis",2021,2021-01-01,11563.47
"Volkman, Krajcik and Volkman",2021,2021-01-01,2701.92
"Volkman, Ponting and Stanton",2021,2021-01-01,468.28
Waelchi - Botsford,2021,2021-01-01,3118.68
Waelchi - Conroy,2021,2021-01-01,1717.71
Walsh - Dare,2021,2021-01-01,8334.84
Ward - Towne,2021,2021-01-01,6540.8
Ward Inc,2021,2021-01-01,1899.2
Waters and Sons,2021,2021-01-01,3229.43
"Waters, Wyman and Abbott",2021,2021-01-01,4412.0
Watsica and Sons,2021,2021-01-01,1990.45
"Watsica, Leannon and McCullough",2021,2021-01-01,5097.97
Waugh - Hamill,2021,2021-01-01,2442.69
Waugh Inc,2021,2021-01-01,6177.93
"Waugh, King and Bins",2021,2021-01-01,3113.53
Wehner LLC,2021,2021-01-01,442.21
Wehner and Sons,2021,2021-01-01,52159.9
Weimann - Hessel,2021,2021-01-01,1651.0
Weimann and Sons,2021,2021-01-01,11230.78
Weissnat Group,2021,2021-01-01,4445.01
Weissnat and Sons,2021,2021-01-01,5300.17
"West, Toy and Cummings",2021,2021-01-01,11765.66
West-Witting,2021,2021-01-01,24195.0
White Inc,2021,2021-01-01,7994.9
"White, Keeling and Jakubowski",2021,2021-01-01,29022.5
Wiegand - Breitenberg,2021,2021-01-01,5825.6
Wiegand - Jacobs,2021,2021-01-01,1595.37
"Windler, Bashirian and Feest",2021,2021-01-01,4467.24
"Wisoky, Feest and Hegmann",2021,2021-01-01,2582.07
"Wisoky, Kuhic and Herman",2021,2021-01-01,417.14
Wisozk LLC,2021,2021-01-01,5579.28
Wiza - Robel,2021,2021-01-01,11908.62
Wiza Group,2021,2021-01-01,8290.71
Wiza and Sons,2021,2021-01-01,16450.49
Wolf - Kemmer,2021,2021-01-01,5046.83
Wolf - Weber,2021,2021-01-01,4448.18
"Wolff, Kihn and Hagenes",2021,2021-01-01,10680.6
Wuckert - Collier,2021,2021-01-01,19687.78
Wuckert Group,2021,2021-01-01,3207.79
Wunsch LLC,2021,2021-01-01,374.42
"Wunsch, Marquardt and Bon",2021,2021-01-01,706.94
"Wunsch, Rogahn and Reinger",2021,2021-01-01,48253.2
"Wyman, Harber and Jakubowski",2021,2021-01-01,6438.64
Yost - Hettinger,2021,2021-01-01,1262.46
Yost - Kemmer,2021,2021-01-01,603.65
Yost and Sons,2021,2021-01-01,3349.18
Zamber Group,2021,2021-01-01,768.1
"Zamber, Gaverman and Hableton",2021,2021-01-01,45865.56
Zboncak Group,2021,2021-01-01,1690.63
Zboncak LLC,2021,2021-01-01,59419.79
Zemlak - Cormier,2021,2021-01-01,12450.11
Zemlak Group,2021,2021-01-01,87766.09
"Zemlak, Steuber and Rempel",2021,2021-01-01,2753.55
Ziemann - Weber,2021,2021-01-01,1827.01
Ziemann Group,2021,2021-01-01,3175.7
Zieme Group,2021,2021-01-01,19666.88
"Aberly, Fadel and Schimmel",2022,2022-01-01,2572.05
Abtel Group,2022,2022-01-01,3572.6
"Abtel, Rumsfeld andTruman",2022,2022-01-01,273.75
Adams Group,2022,2022-01-01,7143.57
"Adams, Braun and Conroy",2022,2022-01-01,514.33
"Adams, Harvey and Wehner",2022,2022-01-01,5001.7
Agarwal LLC,2022,2022-01-01,1668.57
Agarwaliamson - Hartmann,2022,2022-01-01,17631.17
Agarwaliamson - Mayert,2022,2022-01-01,2285.59
"Agarwalms, Jerde and Cormier",2022,2022-01-01,6641.2
Aleyon Company,2022,2022-01-01,215.59
Altenwerth - Rosenbaum,2022,2022-01-01,2433.67
"Altenwerth, Beahan and Buckridge",2022,2022-01-01,4978.55
Ankunding - Frami,2022,2022-01-01,6048.57
Auer - Barton,2022,2022-01-01,3475.52
"Auer, Jones and Agarwal",2022,2022-01-01,24964.07
Aufderhar Group,2022,2022-01-01,8487.26
Aufderhar LLC,2022,2022-01-01,8546.41
Aufderhar and Sons,2022,2022-01-01,2079.7
"Avelona,, Fanbender and Trafton",2022,2022-01-01,89.12
"Avelona,, Jacuz and Mikhael",2022,2022-01-01,4879.33
Balistreri - Ondricka,2022,2022-01-01,831.28
Barrows - King,2022,2022-01-01,4797.14
Barrows LLC,2022,2022-01-01,4756.03
"Barrows, Raynor and Funk",2022,2022-01-01,2785.63
"Bartell, Cremin and Kuvalis",2022,2022-01-01,35713.5
"Bartoletti, Hodkiewicz and Sanford",2022,2022-01-01,1774.86
"Barton, Heidenreich and Witting",2022,2022-01-01,7583.78
"Barton, Murray and Volkman",2022,2022-01-01,18478.0
Bashirian - Mante,2022,2022-01-01,3063.39
"Bashirian, Nader and Rosenbaum",2022,2022-01-01,1910.0
Batz - Aufderhar,2022,2022-01-01,14470.64
Baumbach - Zamber,2022,2022-01-01,747.16
"Bayer, Adams and Hilll",2022,2022-01-01,8992.64
Beahan Inc,2022,2022-01-01,2987.24
Beahan LLC,2022,2022-01-01,5152.97
Beahan and Sons,2022,2022-01-01,4506.34
Bechel - Luettgen,2022,2022-01-01,5335.79
Bechel Inc,2022,2022-01-01,9269.39
Bednar - SchamBundelr,2022,2022-01-01,1725.73
Beer - Belfact,2022,2022-01-01,4082.18
Beer - O'Hara,2022,2022-01-01,3478.53
Beer - Ruecker,2022,2022-01-01,1007.66
Beier Group,2022,2022-01-01,5717.0
Beier Inc,2022,2022-01-01,9351.62
Belfact LLC,2022,2022-01-01,11436.67
Belfact and Sons,2022,2022-01-01,3725.07
"Belfact, Balistreri and Kreiger",2022,2022-01-01,7643.03
"Belfact, O'Connell and Bogan",2022,2022-01-01,118.32
"Belfact, Wintheiser and Beatty",2022,2022-01-01,13200.14
Benjamin Batterbond,2022,2022-01-01,54285.0
Bergstrom LLC,2022,2022-01-01,11030.07
"Bernier, Abbott and Mann",2022,2022-01-01,3574.79
"Bernier, Metz and Fay",2022,2022-01-01,30935.75
"Bernier, West and Pimpernel",2022,2022-01-01,3062.39
Bins LLC,2022,2022-01-01,1554.21
Blanda - Kerluke,2022,2022-01-01,4969.62
Blanda - O'Hara,2022,2022-01-01,6257.86
Blick - Harvey,2022,2022-01-01,1966.38
"Blick, Bernier and Flatley",2022,2022-01-01,3861.58
"Blick, Nolan and Lebsack",2022,2022-01-01,1781.88
"Blick, O'Reilly and Pfannerstill",2022,2022-01-01,15596.34
"Block, Gerhold and Pollich",2022,2022-01-01,7700.1
"Block, Kassulke and Murray",2022,2022-01-01,1698.0
"Block, Windler and Schmidt",2022,2022-01-01,8625.54
Bode - Morissette,2022,2022-01-01,3356.19
"Bode, Agarwal and Deckow",2022,2022-01-01,2514.89
"Bode, Bartoletti and Schultz",2022,2022-01-01,8370.93
Boehm - Kuvalis,2022,2022-01-01,3574.79
Boehm - Romaguera,2022,2022-01-01,2422.64
Bogan Group,2022,2022-01-01,1670.58
Bogisich Inc,2022,2022-01-01,586.0
Bogisich and Sons,2022,2022-01-01,6310.64
"Bogisich, Osinski and Gusikowski",2022,2022-01-01,5543.19
"Bon, Smith and Kuhic",2022,2022-01-01,4603.61
Boone Inc,2022,2022-01-01,9365.66
"Boone, Franecki and Mills",2022,2022-01-01,901.47
Borer and Sons,2022,2022-01-01,9484.33
Bosco - Adams,2022,2022-01-01,6234.31
Bosco - Agarwal,2022,2022-01-01,838.3
Bosco Group,2022,2022-01-01,2451.33
Bosco LLC,2022,2022-01-01,428.17
Bosco and Sons,2022,2022-01-01,4868.0
"Botsford, Goodwin and Weber",2022,2022-01-01,11013.17
Boyle Inc,2022,2022-01-01,2320.36
Bradtke - Goodwin,2022,2022-01-01,1799.93
